post_id,post_text,event_type,timestamp
610,The annual swimming gala is next week. Time to hit the pool!,sports_event,17-08-2025 23:11
611,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,17-09-2025 21:29
612,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,22-07-2025 11:47
613,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,30-07-2025 19:37
614,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,13-08-2025 15:29
615,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,16-09-2025 18:10
616,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,11-07-2025 14:59
617,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,16-08-2025 13:21
618,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,20-08-2025 03:17
619,Excited for the startup pitching competition. So many innovative ideas!,other_event,15-09-2025 19:04
620,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,07-08-2025 19:31
621,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,01-08-2025 14:39
622,Excited for the startup pitching competition. So many innovative ideas!,other_event,03-07-2025 20:14
623,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,14-08-2025 14:13
624,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,28-08-2025 14:30
625,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,19-09-2025 00:01
626,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,09-07-2025 17:26
627,The annual job fair is happening today. Networking with some great companies!,other_event,17-07-2025 04:09
628,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,05-08-2025 00:49
629,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,16-07-2025 04:05
630,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,06-07-2025 19:54
631,Went to the film festival. The short films were incredibly creative.,other_event,07-09-2025 19:35
632,The annual swimming gala is next week. Time to hit the pool!,sports_event,23-08-2025 23:06
633,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,23-08-2025 16:37
634,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,23-07-2025 04:53
635,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,08-08-2025 10:22
636,The annual job fair is happening today. Networking with some great companies!,other_event,29-07-2025 22:13
637,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,26-08-2025 13:08
638,It's Sports Day! Watching the track and field events now.,sports_event,30-06-2025 11:17
639,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,24-08-2025 12:56
640,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,28-07-2025 11:44
641,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,22-06-2025 00:09
642,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,03-09-2025 08:19
643,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,18-08-2025 07:18
644,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,29-07-2025 02:24
645,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,03-08-2025 22:56
646,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,20-08-2025 04:10
647,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,04-07-2025 10:15
648,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,01-08-2025 08:57
649,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,29-08-2025 10:27
650,The annual job fair is happening today. Networking with some great companies!,other_event,29-08-2025 16:58
651,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,25-08-2025 21:06
652,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,13-08-2025 19:35
653,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,23-08-2025 21:55
654,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,03-07-2025 19:32
655,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,16-07-2025 17:51
656,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,04-07-2025 18:56
657,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,26-08-2025 03:40
658,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,20-08-2025 21:21
659,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,06-07-2025 04:04
660,Went to the film festival. The short films were incredibly creative.,other_event,31-07-2025 16:54
661,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,24-06-2025 03:44
662,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,29-07-2025 15:06
663,The annual job fair is happening today. Networking with some great companies!,other_event,11-07-2025 22:20
664,Excited for the startup pitching competition. So many innovative ideas!,other_event,29-07-2025 17:04
665,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,10-09-2025 08:14
666,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,31-08-2025 01:33
667,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,30-06-2025 04:10
668,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,24-06-2025 10:10
669,Went to the film festival. The short films were incredibly creative.,other_event,25-07-2025 20:22
670,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,22-08-2025 15:56
671,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,07-07-2025 14:26
672,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,08-08-2025 05:57
673,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,11-08-2025 15:12
674,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,18-07-2025 02:46
675,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,15-09-2025 09:50
676,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,12-08-2025 09:34
677,Went to the film festival. The short films were incredibly creative.,other_event,02-07-2025 08:48
678,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,19-07-2025 12:49
679,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,13-07-2025 18:20
680,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,18-07-2025 19:04
681,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,15-09-2025 16:06
682,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,06-09-2025 09:47
683,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,26-06-2025 13:12
684,The annual swimming gala is next week. Time to hit the pool!,sports_event,07-08-2025 19:57
685,Excited for the startup pitching competition. So many innovative ideas!,other_event,15-09-2025 08:41
686,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,02-07-2025 15:23
687,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,24-07-2025 01:02
688,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,11-08-2025 10:25
689,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,30-06-2025 21:49
690,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,16-09-2025 20:45
691,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,29-08-2025 00:29
692,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,30-06-2025 01:05
693,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,20-08-2025 10:02
694,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,13-09-2025 05:14
695,Went to the film festival. The short films were incredibly creative.,other_event,11-08-2025 22:43
696,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,14-08-2025 22:38
697,Excited for the startup pitching competition. So many innovative ideas!,other_event,01-07-2025 06:59
698,The annual swimming gala is next week. Time to hit the pool!,sports_event,31-08-2025 07:48
699,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,07-08-2025 08:56
700,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,08-07-2025 17:43
701,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,28-06-2025 13:45
702,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,17-09-2025 07:44
703,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,24-06-2025 14:51
704,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,25-06-2025 02:07
705,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,24-06-2025 07:20
706,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,16-08-2025 06:33
707,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,21-07-2025 22:12
708,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,23-07-2025 04:47
709,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,10-09-2025 02:34
710,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,07-09-2025 00:08
711,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,19-07-2025 21:12
712,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,16-07-2025 00:22
713,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,08-07-2025 16:33
714,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,05-09-2025 08:49
715,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,13-08-2025 20:40
716,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,12-07-2025 01:53
717,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,14-09-2025 22:18
718,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,09-07-2025 22:37
719,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,15-08-2025 03:19
720,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,13-08-2025 07:24
721,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,13-07-2025 09:15
722,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,06-08-2025 16:45
723,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,19-09-2025 09:27
724,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,06-09-2025 00:41
725,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,09-09-2025 05:57
726,Excited for the startup pitching competition. So many innovative ideas!,other_event,14-07-2025 04:16
727,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,25-06-2025 12:38
728,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,24-06-2025 05:55
729,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,22-07-2025 11:40
730,The annual swimming gala is next week. Time to hit the pool!,sports_event,16-07-2025 03:21
731,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,15-07-2025 00:11
732,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,03-09-2025 11:10
733,Went to the film festival. The short films were incredibly creative.,other_event,06-08-2025 21:17
734,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,24-06-2025 07:45
735,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,28-08-2025 02:09
736,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,30-07-2025 01:02
737,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,10-07-2025 16:36
738,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,05-08-2025 21:53
739,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,05-08-2025 18:13
740,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,01-08-2025 01:08
741,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,24-07-2025 05:01
742,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,28-08-2025 17:45
743,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,07-08-2025 22:56
744,The annual job fair is happening today. Networking with some great companies!,other_event,04-07-2025 08:43
745,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,25-08-2025 23:32
746,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,10-08-2025 23:42
747,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,18-08-2025 20:34
748,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,26-08-2025 22:06
749,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,11-09-2025 01:11
750,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,16-09-2025 02:15
751,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,02-07-2025 17:27
752,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,27-06-2025 22:35
753,Excited for the startup pitching competition. So many innovative ideas!,other_event,16-08-2025 02:03
754,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,30-06-2025 12:25
755,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,02-09-2025 03:27
756,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,20-07-2025 13:31
757,Excited for the startup pitching competition. So many innovative ideas!,other_event,16-07-2025 14:51
758,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,16-09-2025 18:13
759,The annual job fair is happening today. Networking with some great companies!,other_event,10-07-2025 21:07
760,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,31-07-2025 00:10
761,Excited for the startup pitching competition. So many innovative ideas!,other_event,17-09-2025 02:01
762,Excited for the startup pitching competition. So many innovative ideas!,other_event,20-07-2025 02:33
763,Excited for the startup pitching competition. So many innovative ideas!,other_event,30-07-2025 06:59
764,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,16-07-2025 19:33
765,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,13-08-2025 04:13
766,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,08-09-2025 02:51
767,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,16-09-2025 02:11
768,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,28-06-2025 06:12
769,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,31-08-2025 03:20
770,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,13-08-2025 22:33
771,Excited for the startup pitching competition. So many innovative ideas!,other_event,10-08-2025 03:32
772,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,16-09-2025 17:37
773,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,29-08-2025 06:27
774,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,07-07-2025 15:26
775,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,01-07-2025 02:57
776,Excited for the startup pitching competition. So many innovative ideas!,other_event,23-07-2025 03:03
777,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,13-07-2025 04:11
778,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,01-09-2025 12:15
779,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,14-08-2025 12:03
780,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,28-06-2025 14:41
781,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,20-08-2025 17:15
782,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,26-07-2025 10:21
783,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,21-08-2025 22:57
784,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,02-08-2025 03:12
785,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,28-06-2025 00:26
786,The annual swimming gala is next week. Time to hit the pool!,sports_event,10-09-2025 19:08
787,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,22-06-2025 12:52
788,Excited for the startup pitching competition. So many innovative ideas!,other_event,10-09-2025 18:53
789,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,27-06-2025 07:03
790,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,04-07-2025 14:57
791,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,02-08-2025 04:17
792,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,25-07-2025 19:36
793,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,27-07-2025 01:03
794,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,05-07-2025 02:23
795,The annual swimming gala is next week. Time to hit the pool!,sports_event,06-08-2025 04:50
796,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,21-07-2025 03:09
797,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,06-08-2025 00:25
798,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,02-09-2025 13:59
799,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,03-08-2025 09:39
800,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,25-07-2025 21:19
801,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,16-09-2025 20:49
802,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,10-09-2025 09:46
803,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,05-08-2025 22:29
804,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,14-09-2025 18:15
805,It's Sports Day! Watching the track and field events now.,sports_event,24-08-2025 12:26
806,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,27-07-2025 10:31
807,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,23-07-2025 20:29
808,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,17-07-2025 23:08
809,The annual job fair is happening today. Networking with some great companies!,other_event,01-08-2025 07:33
810,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,22-07-2025 13:35
811,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,23-08-2025 14:25
812,Went to the film festival. The short films were incredibly creative.,other_event,09-08-2025 16:22
813,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,26-06-2025 23:02
814,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,03-08-2025 18:51
815,Excited for the startup pitching competition. So many innovative ideas!,other_event,09-08-2025 00:54
816,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,17-07-2025 10:26
817,The annual job fair is happening today. Networking with some great companies!,other_event,01-09-2025 07:44
818,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,07-08-2025 23:08
819,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,29-08-2025 23:26
820,Excited for the startup pitching competition. So many innovative ideas!,other_event,04-07-2025 04:30
821,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,05-08-2025 22:12
822,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,14-08-2025 20:36
823,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,24-08-2025 19:02
824,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,22-06-2025 03:37
825,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,30-06-2025 21:33
826,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,24-07-2025 10:21
827,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,22-06-2025 02:50
828,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,12-07-2025 18:29
829,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,18-08-2025 13:02
830,Went to the film festival. The short films were incredibly creative.,other_event,21-08-2025 16:28
831,Excited for the startup pitching competition. So many innovative ideas!,other_event,26-06-2025 00:18
832,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,28-07-2025 11:39
833,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,29-06-2025 11:00
834,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,11-07-2025 15:45
835,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,24-08-2025 08:33
836,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,05-09-2025 06:43
837,Went to the film festival. The short films were incredibly creative.,other_event,29-06-2025 17:31
838,It's Sports Day! Watching the track and field events now.,sports_event,18-07-2025 21:35
839,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,09-09-2025 22:43
840,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,02-09-2025 05:19
841,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,09-07-2025 05:49
842,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,28-06-2025 11:17
843,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,19-07-2025 03:11
844,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,12-07-2025 04:30
845,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,31-07-2025 05:46
846,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,04-07-2025 11:07
847,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,13-07-2025 15:05
848,The annual job fair is happening today. Networking with some great companies!,other_event,22-07-2025 17:55
849,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,26-07-2025 08:33
850,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,22-06-2025 22:24
851,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,27-08-2025 06:32
852,The annual swimming gala is next week. Time to hit the pool!,sports_event,14-07-2025 18:33
853,The annual swimming gala is next week. Time to hit the pool!,sports_event,17-07-2025 10:14
854,The annual swimming gala is next week. Time to hit the pool!,sports_event,25-06-2025 23:18
855,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,30-06-2025 19:04
856,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,22-08-2025 21:18
857,Learning Python with pandas and matplotlib at the data science workshop. So many possibilities! #DataScience,workshop,05-09-2025 12:42
858,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,19-08-2025 23:33
859,The annual job fair is happening today. Networking with some great companies!,other_event,15-07-2025 03:46
860,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,04-07-2025 20:38
861,The annual job fair is happening today. Networking with some great companies!,other_event,16-08-2025 19:14
862,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,30-07-2025 11:38
863,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,26-06-2025 02:20
864,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,23-06-2025 06:28
865,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,27-07-2025 12:38
866,It's Sports Day! Watching the track and field events now.,sports_event,04-07-2025 11:33
867,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,24-07-2025 23:52
868,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,16-07-2025 02:34
869,Day two of the Cultural Fest is in full swing! Loved the dance performances this morning.,cultural_fest,11-07-2025 09:08
870,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,18-08-2025 13:35
871,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,05-09-2025 21:49
872,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,05-09-2025 04:16
873,Attending a guest lecture on space exploration today. Mind blown! 🚀,other_event,25-06-2025 05:59
874,Just finished a fantastic workshop on ethical hacking. Feeling much more cyber-aware now.,workshop,11-08-2025 12:22
875,And the winners of the hackathon are announced! Congrats to all the participants.,hackathon,30-07-2025 03:14
876,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,07-09-2025 15:52
877,Problem statements for the hackathon are out. Time to start brainstorming!,hackathon,22-08-2025 05:16
878,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,08-07-2025 07:27
879,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,24-06-2025 06:50
880,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,04-07-2025 11:48
881,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,03-09-2025 03:01
882,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,03-08-2025 14:29
883,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,15-07-2025 10:13
884,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,17-07-2025 12:00
885,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,04-09-2025 12:00
886,Pulling an all-nighter for the hackathon. Let's build something awesome! #CodeLife,hackathon,09-09-2025 23:37
887,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,06-08-2025 07:04
888,It's Sports Day! Watching the track and field events now.,sports_event,05-08-2025 05:31
889,MIT's football team won the final! What a nail-biter of a match. ⚽,sports_event,11-07-2025 22:22
890,Another great robotics workshop. My line-follower bot is almost ready! 🤖,workshop,02-08-2025 09:24
891,Cheering on our team at the cricket finals. The crowd is electric! 🏏,sports_event,18-08-2025 22:13
892,The cultural parade was spectacular! So many beautiful traditional costumes.,cultural_fest,02-09-2025 15:57
893,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,22-08-2025 23:18
894,Ready for the live music concert tonight at the fest! 🎸 #MusicNight,cultural_fest,25-07-2025 02:54
895,Excited for the startup pitching competition. So many innovative ideas!,other_event,09-09-2025 03:30
896,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,18-07-2025 03:47
897,"Closing ceremony tonight, what an incredible week it's been! #MITFest",cultural_fest,28-08-2025 00:19
898,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,26-08-2025 04:03
899,The annual swimming gala is next week. Time to hit the pool!,sports_event,24-08-2025 00:55
900,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,30-07-2025 09:39
901,The annual swimming gala is next week. Time to hit the pool!,sports_event,29-07-2025 14:56
902,The annual swimming gala is next week. Time to hit the pool!,sports_event,17-09-2025 20:20
903,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,17-07-2025 11:58
904,Open mic night tonight at the campus cafe. Time to listen to some new talent.,other_event,08-08-2025 13:23
905,The annual job fair is happening today. Networking with some great companies!,other_event,15-08-2025 01:12
906,The annual job fair is happening today. Networking with some great companies!,other_event,13-09-2025 07:03
907,Soaking in the vibrant atmosphere at the cultural fest! The art and music are amazing. #CulturalFest,cultural_fest,21-06-2025 20:03
908,The UI/UX design workshop was a game-changer. Finally understand wireframing.,workshop,10-09-2025 04:59
909,"Our basketball team made it to the regional finals! Let's go, MIT!",sports_event,08-08-2025 10:35
910,Attending an AI and ML workshop today. The hands-on labs are so helpful.,workshop,10-09-2025 11:17
911,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,23-08-2025 16:32
912,Feeling exhausted but happy after the hackathon. Learned so much in just 24 hours.,hackathon,08-09-2025 12:44
913,The hackathon is on! My team is fueled by pizza and coffee. 🍕☕,hackathon,19-08-2025 09:12
914,Super excited for the new 'Introduction to Quantum Computing' workshop next week!,workshop,19-09-2025 06:33
915,The food stalls at the cultural fest are a must-try! 🌮🍣 #Foodie,cultural_fest,22-07-2025 10:25
